layer,layer_disc_mean,layer_val_mean,layer_val_lo,layer_val_hi,layer_samepass_val_mean,layer_samepass_val_lo,layer_samepass_val_hi,n_candidates,max_disc_activity,threshold,e_star,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_spec,val_spec_lo,val_spec_hi,val_control,val_rescue_p,concentration,concentration_lo,concentration_hi
30,0.0029296875,0.02294921875,-0.010266113281249996,0.05419921875,0.02099609375,-0.009765625,0.052734375,2,75,64,113.0,75.0,-0.00341796875,72.0,0.0166015625,-0.00390625,0.0380859375,0.006835937499999998,-0.0126953125,0.02783203125,0.009765625,0.1393,0.7906976744186046,-4.715178571428571,6.800454545454539
31,0.0234375,0.021484375,-0.01171875,0.05419921875,0.04638671875,0.01318359375,0.0791015625,5,117,64,57.0,117.0,0.00537109375,108.0,0.01171875,-0.0087890625,0.033203125,0.0008138020833333313,-0.020670572916666668,0.023925781249999997,0.010904947916666664,0.2887,0.25263157894736843,-0.32675401160805734,0.8666666666666667
32,0.0166015625,0.0361328125,-0.00244140625,0.07471923828124982,0.01904296875,-0.01171875,0.052734375,5,83,64,7.0,83.0,0.01123046875,71.0,0.00341796875,-0.01171875,0.0185546875,-0.0027669270833333326,-0.01953125,0.014001464843749941,0.006184895833333333,0.7172,0.1794871794871795,,
33,-0.00537109375,0.0029296875,-0.036145019531249996,0.03515625,-0.00146484375,-0.041027832031249996,0.03271484375,5,117,64,3.0,117.0,0.001953125,100.0,0.001953125,-0.01806640625,0.022473144531249822,-0.003580729166666668,-0.021651204427083338,0.01448974609374994,0.005533854166666666,0.8939,-1.3333333333333333,-6.0,7.256249999999909
34,0.00341796875,0.015625,-0.015625,0.0458984375,0.013671875,-0.015625,0.0439453125,6,114,64,106.0,74.0,0.00048828125,61.0,0.0185546875,0.00341796875,0.03662109375,0.020345052083333336,0.002604166666666666,0.037760416666666664,-0.0017903645833333356,0.0243,1.3571428571428572,-8.166666666666666,18.0
35,0.00048828125,0.0224609375,-0.01708984375,0.06298828125,0.009765625,-0.02587890625,0.04736328125,7,105,64,119.0,105.0,0.00537109375,100.0,0.00830078125,-0.01220703125,0.0302734375,0.0087890625,-0.008463541666666661,0.02620442708333333,-0.00048828124999999913,0.4723,0.85,-7.0,9.008333333333212
36,-0.013671875,0.0390625,0.0078125,0.06982421875,0.037109375,-0.00048828125,0.07325439453124982,5,113,64,88.0,113.0,0.02099609375,101.0,-0.00048828125,-0.02001953125,0.017578125,-0.005371093749999999,-0.022623697916666664,0.012373860677083277,0.0048828125,1.0,-0.013157894736842105,-1.8464285714285715,0.7002272727272694
37,0.048828125,0.03271484375,-0.012707519531249996,0.07763671875,0.02197265625,-0.026867675781249996,0.0703125,6,116,64,54.0,97.0,0.03759765625,92.0,0.0283203125,0.005859375,0.05078125,0.023763020833333332,0.001139322916666667,0.04671223958333333,0.004557291666666666,0.0177,1.288888888888889,-8.0,11.333333333333334
38,0.00634765625,-0.01025390625,-0.0625,0.0419921875,0.0185546875,-0.03515625,0.0703125,6,120,64,41.0,115.0,0.0166015625,110.0,0.01611328125,-0.0078125,0.0390625,0.014811197916666664,-0.009928385416666668,0.038736979166666664,0.001302083333333334,0.1931,0.868421052631579,-6.25,7.756249999999909
39,0.02685546875,0.03076171875,-0.02734375,0.08642578125,0.02783203125,-0.0361328125,0.08837890625,6,114,64,74.0,112.0,0.052734375,117.0,0.05712890625,0.0146484375,0.10107421875,0.0546875,0.015787760416666664,0.095703125,0.0024414062500000004,0.0109,2.0526315789473686,-10.930357142857142,18.286904761904744
40,0.05517578125,0.052734375,0.0009765625,0.103515625,0.0478515625,-0.009765625,0.10400390625,6,120,64,61.0,120.0,0.03271484375,114.0,0.02880859375,0.0,0.060546875,0.02620442708333333,-0.003092447916666666,0.056640625,0.002604166666666667,0.0621,0.6020408163265306,-1.375347222222222,3.2738038277511805
41,0.142578125,0.087890625,0.01806640625,0.16064453125,0.103515625,0.03173828125,0.181640625,6,128,64,98.0,123.0,0.08642578125,119.0,0.0478515625,0.01025390625,0.0888671875,0.03889973958333333,0.0011393229166666652,0.07894287109374995,0.008951822916666668,0.0205,0.46226415094339623,0.12710159750633157,1.0329214115880345
42,0.06298828125,0.1884765625,0.107421875,0.2724609375,0.19873046875,0.1142578125,0.28369140625,6,123,64,40.0,116.0,0.0732421875,112.0,0.1142578125,0.072265625,0.1591796875,0.09635416666666666,0.05777994791666667,0.14144694010416656,0.017903645833333332,0.0,0.5749385749385749,0.4105443308354927,0.8373338501844617
43,0.31689453125,0.39111328125,0.298828125,0.4902465820312498,0.40087890625,0.30809326171875,0.4990234375,6,125,64,126.0,121.0,0.31298828125,118.0,0.32568359375,0.251953125,0.4077270507812498,0.31591796875,0.24169921875,0.39957682291666663,0.009765625000000002,0.0,0.8124238733252132,0.6907687537032093,0.9551804136665786
44,0.08056640625,0.06787109375,0.001953125,0.13526611328124982,0.04443359375,-0.017578125,0.11376953125,5,128,64,28.0,106.0,0.048828125,104.0,0.04736328125,0.0185546875,0.0810546875,0.044596354166666664,0.014969889322916664,0.07731119791666667,0.0027669270833333348,0.0014,1.065934065934066,-5.628124999999999,9.5
45,-0.15185546875,-0.314453125,-0.4326171875,-0.19873046875,-0.31494140625,-0.43798828125,-0.19775390625,7,128,64,1.0,120.0,0.00537109375,117.0,0.00439453125,-0.0126953125,0.02099609375,0.04947916666666667,0.02001953125,0.08073323567708328,-0.04508463541666667,0.6579,-0.013953488372093023,-0.0735696819085487,0.0424366631120074
46,-0.24755859375,-0.26611328125,-0.3828125,-0.15478515625,-0.2451171875,-0.3642578125,-0.12939453125,5,109,64,86.0,109.0,0.0078125,106.0,0.0048828125,-0.0126953125,0.021484375,0.033040364583333336,0.009277343750000002,0.05762125651041662,-0.028157552083333336,0.613,-0.0199203187250996,-0.11673648450171777,0.05029724982769727
47,0.005859375,0.15966796875,-0.13822021484375,0.45849609375,0.15234375,-0.14501953125,0.4478027343749993,6,117,64,62.0,115.0,0.06396484375,112.0,-0.04541015625,-0.1181640625,0.02294921875,-0.04524739583333333,-0.12141927083333334,0.026208496093749936,-0.00016276041666666457,0.2074,-0.2980769230769231,-4.0,3.4738791423001922
