kind,layer,mean,ci_lo,ci_hi,pos_frac,n,vnorm_mean,split,increment
resid,14,0.78057861328125,0.5344818115234375,1.0417587280273435,0.71875,128,836.8168350756168,discovery,0.1904296875
resid,15,1.54400634765625,1.2316421508789062,1.8863616943359374,0.8203125,128,839.7332789599895,discovery,0.94091796875
resid,16,1.77301025390625,1.420098876953125,2.1515609741210935,0.8359375,128,842.2105673253536,discovery,0.22900390625
resid,17,1.80975341796875,1.4474166870117187,2.196974182128906,0.828125,128,846.9413478970528,discovery,0.03662109375
resid,18,2.77716064453125,2.318585205078125,3.2317611694335935,0.859375,128,854.5605016946793,discovery,1.005859375
resid,19,3.11151123046875,2.646173095703125,3.5818054199218747,0.9296875,128,875.7372014522552,discovery,0.415771484375
resid,20,3.14215087890625,2.672601318359375,3.6214599609375,0.90625,128,885.7443721592426,discovery,0.006591796875
resid,21,3.25665283203125,2.7978118896484374,3.7195465087890627,0.9140625,128,894.6833482682705,discovery,0.04931640625
resid,22,3.24176025390625,2.7806991577148437,3.709234619140625,0.9140625,128,902.3727551698685,discovery,-0.012939453125
resid,23,3.26690673828125,2.80467529296875,3.7263214111328127,0.9140625,128,908.844225525856,discovery,0.035400390625
resid,24,3.70904541015625,3.278228759765625,4.1400405883789055,0.9609375,128,919.2355717718601,discovery,0.45703125
resid,25,3.69732666015625,3.265065002441406,4.131927490234375,0.9609375,128,925.8304226398468,discovery,0.0126953125
resid,26,3.70245361328125,3.2692214965820314,4.139779663085937,0.9453125,128,935.345777451992,discovery,0.010986328125
resid,27,3.80499267578125,3.36951904296875,4.244207763671875,0.9609375,128,947.0876874625683,discovery,0.048583984375
resid,28,3.85577392578125,3.415997314453125,4.292510986328125,0.984375,128,951.8992684185505,discovery,0.0400390625
resid,29,4.28228759765625,3.851368713378906,4.722659301757813,1.0,128,926.0064913630486,discovery,0.4052734375
resid,30,4.36456298828125,3.923577880859375,4.810990905761718,0.984375,128,677.187396645546,discovery,0.0771484375
resid,31,4.66387939453125,4.214219665527343,5.116703796386719,1.0,128,551.7457083463669,discovery,0.26025390625
